,gender,age,marital_status,job_position,credit_sum,credit_month,tariff_id,score_shk,education,living_region,monthly_income,credit_count,overdue_credit_count,open_account_flg,month_payment,payment_income_part
94300,M,37.0,MAR,SPC,7639.0,6,1_5,0.369572,GRD,ябепдкнбяйюъ,30000.0,5.0,1.0,0,1273.1666666666667,0.042438888888888894
27263,M,46.0,MAR,SPC,21591.0,10,1_16,0.247292,GRD,яюмйр-оерепаспц,35000.0,3.0,0.0,0,2159.1,0.061688571428571426
9056,M,59.0,MAR,SPC,8476.6,6,1_1,0.319594,GRD,кемхмцпюдяйюъ,35000.0,1.0,0.0,1,1412.7666666666667,0.0403647619047619
76985,F,41.0,MAR,UMN,33958.0,10,1_1,0.464986,GRD,мхфецнпндяйюъ,45000.0,2.0,0.0,0,3395.8,0.07546222222222222
17595,F,25.0,UNM,SPC,36161.0,10,1_16,0.339455,GRD,аюьйнпрнярюм,20000.0,1.0,0.0,0,3616.1,0.180805
7112,F,48.0,UNM,SPC,37791.0,10,1_16,0.268764,GRD,яюмйр-оерепаспц,60000.0,2.0,0.0,0,3779.1,0.062985
5268,M,24.0,MAR,SPC,22239.0,18,1_1,0.614937,UGR,юпуюмцекэяйюъ,45000.0,5.0,0.0,1,1235.5,0.027455555555555556
58778,F,26.0,UNM,SPC,47990.0,10,1_4,0.457159,GRD,лняйбю,70000.0,3.0,0.0,0,4799.0,0.06855714285714286
146109,F,25.0,MAR,SPC,13068.0,10,1_1,0.376031,GRD,векъахмяйюъ,20000.0,1.0,0.0,1,1306.8,0.06534
162288,M,36.0,MAR,SPC,17264.0,12,1_1,0.546285,UGR,йюпекхъ,60000.0,1.0,0.0,0,1438.6666666666667,0.02397777777777778
29547,F,29.0,MAR,SPC,50922.0,10,1_16,0.245028,GRD,лняйбю,85000.0,2.0,0.0,0,5092.2,0.059908235294117644
116807,M,28.0,MAR,SPC,17669.0,10,1_4,0.433437,SCH,йпюямндюпяйхи,20000.0,3.0,0.0,0,1766.9,0.088345
132407,M,26.0,MAR,SPC,33859.0,10,1_1,0.424401,SCH,оепляйхи,23000.0,3.0,0.0,0,3385.9,0.14721304347826086
114416,M,35.0,MAR,SPC,6700.0,10,1_5,0.495924,SCH,рюрюпярюм,35000.0,3.0,0.0,0,670.0,0.019142857142857142
128359,F,33.0,DIV,ATP,16408.0,10,1_1,0.505535,SCH,уюмрш-люмяхияйхи,30000.0,2.0,0.0,0,1640.8,0.05469333333333333
119125,F,36.0,MAR,SPC,12590.0,6,1_44,0.398901,GRD,лняйбю,40000.0,2.0,0.0,0,2098.3333333333335,0.052458333333333336
155984,F,37.0,DIV,UMN,24808.0,10,1_32,0.350009,GRD,хпйсряйюъ,70000.0,4.0,0.0,1,2480.8,0.03544
115776,M,26.0,MAR,SPC,22167.0,10,1_19,0.459589,GRD,лняйбю,45000.0,1.0,0.0,0,2216.7,0.04926
136079,F,61.0,WID,SPC,6869.0,6,1_1,0.613004,SCH,кхоежйюъ,25000.0,1.0,0.0,0,1144.8333333333333,0.04579333333333333
20313,M,26.0,MAR,SPC,18487.0,16,1_1,0.427205,SCH,оепляйхи,49000.0,2.0,0.0,0,1155.4375,0.023580357142857142
147575,M,61.0,MAR,SPC,58569.0,10,1_6,0.262709,SCH,векъахмяйюъ,50000.0,3.0,0.0,0,5856.9,0.11713799999999999
164754,F,24.0,MAR,SPC,20979.0,10,1_32,0.424037,SCH,уюаюпнбяйхи,30000.0,1.0,0.0,1,2097.9,0.06993
125917,F,38.0,DIV,BIS,15640.0,14,1_1,0.528257,SCH,оемгемяйюъ,25000.0,0.0,0.0,0,1117.142857142857,0.04468571428571429
115790,M,22.0,MAR,SPC,17478.89,10,1_32,0.467158,UGR,люпхищк,18500.0,1.0,0.0,0,1747.889,0.09448048648648648
128169,F,26.0,MAR,SPC,26680.0,14,1_0,0.433525,GRD,яюмйр-оерепаспц,35000.0,0.0,0.0,0,1905.7142857142858,0.054448979591836734
124037,F,25.0,UNM,INP,17560.0,12,1_6,0.730927,SCH,бнкцнцпюдяйюъ,26500.0,2.0,1.0,0,1463.3333333333333,0.05522012578616352
149433,F,26.0,UNM,UMN,81177.0,12,1_1,0.36755,GRD,уюаюпнбяйхи,40000.0,4.0,0.0,1,6764.75,0.16911875
83810,M,26.0,UNM,SPC,25317.0,10,1_32,0.60866,GRD,хпйсряйюъ,42000.0,0.0,0.0,0,2531.7,0.060278571428571424
13914,M,30.0,MAR,SPC,8470.0,12,1_1,0.509463,SCH,аюьйнпрнярюм,40000.0,2.0,0.0,1,705.8333333333334,0.017645833333333333
166543,M,40.0,UNM,SPC,18990.0,12,1_6,0.651565,SCH,лняйнбяйюъ,45000.0,1.0,0.0,0,1582.5,0.035166666666666666
126722,F,47.0,UNM,SPC,13759.0,10,1_43,0.653354,SCH,йпюямнъпяйхи,17000.0,2.0,0.0,0,1375.9,0.08093529411764706
138270,M,26.0,UNM,SPC,12800.0,12,1_41,0.515084,UGR,ябепдкнбяйюъ,35000.0,1.0,0.0,0,1066.6666666666667,0.03047619047619048
34653,M,20.0,UNM,ATP,25340.0,12,1_5,0.556717,UGR,лняйбю,30000.0,-1.0,-1.0,1,2111.6666666666665,0.07038888888888889
59292,F,20.0,UNM,ATP,26789.0,12,1_6,0.558678,UGR,хпйсряйюъ,18000.0,-1.0,-1.0,1,2232.4166666666665,0.12402314814814815
23276,M,34.0,MAR,UMN,18179.79,6,1_6,0.513926,SCH,лняйбю,80000.0,2.0,1.0,0,3029.965,0.0378745625
136833,M,35.0,MAR,SPC,61389.0,6,1_44,0.677814,GRD,аекцнпндяйюъ,50000.0,4.0,0.0,0,10231.5,0.20463
163272,M,33.0,UNM,SPC,17910.0,10,1_32,0.374665,GRD,мхфецнпндяйюъ,20000.0,0.0,0.0,0,1791.0,0.08955
8685,M,38.0,DIV,SPC,40491.0,10,1_16,0.304529,GRD,аюьйнпрнярюм,100000.0,7.0,0.0,0,4049.1,0.040491
27328,M,36.0,MAR,BIS,37323.0,10,1_9,0.472775,GRD,аспърхъ,50000.0,6.0,0.0,0,3732.3,0.074646
110213,M,22.0,UNM,SPC,53289.0,10,1_44,0.698979,SCH,лняйбю,40000.0,1.0,0.0,0,5328.9,0.1332225
7211,F,58.0,DIV,UMN,11849.0,10,1_1,0.527667,GRD,рюрюпярюм,35000.0,3.0,0.0,0,1184.9,0.03385428571428572
87247,M,32.0,MAR,DIR,73189.0,10,1_6,0.444074,GRD,ябепдкнбяйюъ,125000.0,1.0,0.0,0,7318.9,0.0585512
45760,M,34.0,UNM,SPC,22630.0,24,1_1,0.459992,SCH,ярюбпнонкэяйхи,35000.0,2.0,0.0,1,942.9166666666666,0.02694047619047619
144292,F,61.0,DIV,PNA,13568.0,10,1_6,0.589529,SCH,йспяйюъ,24000.0,6.0,0.0,0,1356.8,0.05653333333333333
164773,F,31.0,MAR,UMN,8427.0,12,1_1,0.445006,GRD,ялнкемяйюъ,20000.0,2.0,0.0,0,702.25,0.0351125
164071,M,27.0,MAR,SPC,50418.0,10,1_6,0.6602,GRD,йспяйюъ,35000.0,-1.0,-1.0,0,5041.8,0.14405142857142858
16070,F,23.0,UNM,SPC,21063.0,6,1_9,0.535674,GRD,аюьйнпрнярюм,30000.0,0.0,0.0,0,3510.5,0.11701666666666667
17061,F,38.0,MAR,SPC,36970.0,12,1_1,0.233207,GRD,лняйнбяйюъ,60000.0,3.0,0.0,0,3080.8333333333335,0.051347222222222225
81824,M,35.0,MAR,SPC,24060.0,12,1_0,0.512387,SCH,ярюбпнонкэяйхи,40000.0,0.0,0.0,0,2005.0,0.050125
4209,F,52.0,DIV,SPC,16960.0,18,1_4,0.404235,GRD,ябепдкнбяйюъ,30000.0,2.0,0.0,0,942.2222222222222,0.031407407407407405
129756,M,57.0,MAR,SPC,75990.0,24,1_0,0.280549,GRD,бнкнцндяйюъ,60000.0,1.0,0.0,0,3166.25,0.052770833333333336
104939,M,24.0,MAR,SPC,14439.0,10,1_6,0.575999,SCH,йпюямндюпяйхи,40000.0,4.0,1.0,0,1443.9,0.036097500000000005
100377,M,45.0,DIV,SPC,31779.0,24,1_4,0.388421,SCH,яюмйр-оерепаспц,35000.0,1.0,0.0,0,1324.125,0.037832142857142856
129671,F,39.0,DIV,SPC,12538.0,10,1_1,0.427744,GRD,кемхмцпюдяйюъ,60000.0,1.0,0.0,0,1253.8,0.020896666666666668
117258,F,37.0,CIV,DIR,35991.0,12,1_6,0.353323,GRD,аекцнпндяйюъ,25000.0,5.0,0.0,0,2999.25,0.11997
25388,M,35.0,UNM,SPC,22979.0,10,1_1,0.420971,UGR,йюкхмхмцпюдяйюъ,45000.0,2.0,0.0,1,2297.9,0.05106444444444445
53693,M,21.0,UNM,SPC,42878.0,10,1_6,0.750539,SCH,лняйбю,50000.0,0.0,0.0,1,4287.8,0.085756
91502,M,24.0,MAR,ATP,11298.89,10,1_1,0.371466,SCH,рчлемяйюъ,12000.0,1.0,0.0,1,1129.889,0.09415741666666666
41580,M,26.0,UNM,UMN,3000.0,3,1_1,0.179909,GRD,пнярнбяйюъ,80000.0,4.0,0.0,0,1000.0,0.0125
160801,F,25.0,UNM,SPC,56871.0,10,1_23,0.292986,GRD,аюьйнпрнярюм,20000.0,2.0,0.0,0,5687.1,0.284355
57239,F,41.0,MAR,UMN,16308.0,10,1_1,0.328317,GRD,векъахмяйюъ,40000.0,2.0,0.0,0,1630.8,0.04077
20131,F,31.0,UNM,SPC,21834.0,12,1_6,0.533262,GRD,лняйнбяйюъ,32000.0,8.0,0.0,0,1819.5,0.056859375
119817,M,32.0,MAR,UMN,20658.0,10,1_43,0.621015,SCH,оепляйхи,30000.0,1.0,0.0,0,2065.8,0.06886
42250,F,42.0,MAR,SPC,20228.0,10,1_6,0.696975,SCH,лняйнбяйюъ,40000.0,1.0,0.0,0,2022.8,0.05057
64353,F,28.0,CIV,SPC,29241.0,10,1_5,0.240724,SCH,яюмйр-оерепаспц,67000.0,4.0,0.0,0,2924.1,0.04364328358208955
128101,F,39.0,MAR,SPC,16027.0,12,1_4,0.438241,GRD,аспърхъ,30000.0,1.0,0.0,0,1335.5833333333333,0.044519444444444445
13884,F,27.0,MAR,SPC,15091.0,10,1_1,0.469237,SCH,аюьйнпрнярюм,20000.0,1.0,0.0,0,1509.1,0.075455
115836,M,43.0,MAR,SPC,37789.0,10,1_6,0.435587,GRD,яюпюрнбяйюъ,20000.0,2.0,0.0,0,3778.9,0.188945
38324,M,40.0,MAR,SPC,30698.0,10,1_4,0.53609,SCH,сдлспряйюъ,27000.0,0.0,0.0,0,3069.8,0.11369629629629631
138324,M,45.0,MAR,SPC,71979.0,10,1_1,0.352003,GRD,лняйнбяйюъ,50000.0,2.0,0.0,0,7197.9,0.143958
39953,M,32.0,MAR,DIR,39089.0,24,1_1,0.476884,GRD,ъпнякюбяйюъ,100000.0,2.0,0.0,0,1628.7083333333333,0.016287083333333334
158385,F,24.0,MAR,ATP,8370.0,12,1_6,0.696586,SCH,нляйюъ,15000.0,0.0,0.0,1,697.5,0.0465
140996,M,39.0,MAR,SPC,16500.0,24,1_4,0.362478,UGR,оепляйхи,45000.0,2.0,0.0,0,687.5,0.015277777777777777
125210,M,27.0,MAR,SPC,80489.0,12,1_1,0.207327,GRD,яюлюпяйюъ,36000.0,1.0,0.0,0,6707.416666666667,0.18631712962962962
63716,F,49.0,UNM,SPC,29167.0,10,1_1,0.491614,UGR,лняйнбяйюъ,35000.0,2.0,0.0,0,2916.7,0.08333428571428571
20020,F,50.0,MAR,SPC,20452.0,10,1_32,0.481356,SCH,ъпнякюбяйюъ,31000.0,1.0,0.0,0,2045.2,0.0659741935483871
24575,M,48.0,UNM,SPC,33035.36,12,1_6,0.633037,SCH,мхфецнпндяйюъ,25000.0,2.0,0.0,0,2752.9466666666667,0.11011786666666668
77208,M,33.0,UNM,SPC,10187.0,6,1_6,0.485617,SCH,йнярпнляйюъ,25000.0,0.0,0.0,0,1697.8333333333333,0.06791333333333333
85559,F,43.0,MAR,SPC,15288.0,10,1_1,0.468023,SCH,лняйбю,35000.0,1.0,0.0,0,1528.8,0.04368
75914,M,37.0,UNM,SPC,35470.0,9,1_6,0.685761,UGR,лняйнбяйюъ,40000.0,1.0,0.0,0,3941.1111111111113,0.09852777777777778
75933,F,55.0,MAR,SPC,78458.0,10,1_6,0.603949,GRD,йпюямндюпяйхи,43000.0,0.0,0.0,0,7845.8,0.18246046511627909
62305,M,35.0,MAR,DIR,87289.0,10,1_1,0.358882,GRD,йспяйюъ,35000.0,3.0,0.0,0,8728.9,0.24939714285714285
37368,F,46.0,MAR,ATP,29147.0,12,1_1,0.466331,SCH,мхфецнпндяйюъ,15000.0,0.0,0.0,0,2428.9166666666665,0.16192777777777775
130273,F,29.0,MAR,SPC,35992.0,24,1_0,0.366136,GRD,яюлюпяйюъ,60000.0,8.0,0.0,0,1499.6666666666667,0.024994444444444444
113163,F,43.0,MAR,SPC,21601.89,10,1_19,0.541681,SCH,аспърхъ,23000.0,1.0,0.0,0,2160.189,0.0939212608695652
119522,M,25.0,UNM,UMN,37186.0,10,1_32,0.595453,SCH,рчлемяйюъ,75000.0,1.0,0.0,0,3718.6,0.04958133333333333
68082,F,63.0,DIV,SPC,16408.0,10,1_1,0.34473,GRD,мнбняхахпяйюъ,36000.0,2.0,0.0,0,1640.8,0.04557777777777778
93136,F,50.0,DIV,SPC,17545.45,12,1_4,0.537464,GRD,рюрюпярюм,34000.0,0.0,0.0,0,1462.1208333333334,0.04300355392156863
8285,M,45.0,MAR,DIR,52989.0,10,1_1,0.308747,GRD,йпюямнъпяйхи,100000.0,2.0,0.0,0,5298.9,0.052988999999999994
167092,F,33.0,UNM,UMN,7970.0,10,1_1,0.463397,GRD,мнбняхахпяйюъ,40000.0,2.0,0.0,1,797.0,0.019925
101004,M,40.0,MAR,SPC,6983.5,12,1_1,0.499681,SCH,лнпднбхъ,35000.0,-1.0,-1.0,1,581.9583333333334,0.016627380952380953
157430,M,51.0,MAR,SPC,32391.9,12,1_24,0.300221,GRD,яюмйр-оерепаспц,100000.0,6.0,0.0,1,2699.3250000000003,0.026993250000000003
137196,M,37.0,CIV,SPC,18179.0,10,1_7,0.640506,SCH,юпуюмцекэяйюъ,40000.0,0.0,0.0,0,1817.9,0.0454475
20135,F,35.0,DIV,SPC,15291.0,10,1_9,0.541587,SCH,ярюбпнонкэяйхи,16000.0,0.0,0.0,0,1529.1,0.09556875
131806,M,46.0,MAR,SPC,18509.0,10,1_1,0.377498,SCH,уюмрш-люмяхияйхи,25000.0,2.0,0.0,0,1850.9,0.074036
131212,F,38.0,MAR,SPC,56989.0,10,1_1,0.448039,GRD,лняйнбяйюъ,67000.0,1.0,0.0,0,5698.9,0.08505820895522387
17473,M,32.0,MAR,SPC,13309.0,12,1_1,0.38534,SCH,ябепдкнбяйюъ,35000.0,1.0,0.0,0,1109.0833333333333,0.03168809523809524
46724,M,33.0,UNM,UMN,42588.0,10,1_1,0.327849,GRD,лняйбю,100000.0,3.0,0.0,0,4258.8,0.042588
140625,M,46.0,MAR,SPC,53327.0,13,1_1,0.331171,SCH,йпюямндюпяйхи,45000.0,1.0,0.0,0,4102.076923076923,0.09115726495726495
57090,M,49.0,MAR,SPC,9267.0,12,1_9,0.482445,SCH,лняйбю,35000.0,5.0,0.0,0,772.25,0.022064285714285713
42868,M,23.0,UNM,SPC,62982.0,14,1_9,0.324476,GRD,яюлюпяйюъ,25000.0,0.0,0.0,0,4498.714285714285,0.1799485714285714
144414,M,41.0,MAR,ATP,18260.23,12,1_1,0.560749,SCH,рюланбяйюъ,30000.0,0.0,0.0,0,1521.6858333333332,0.05072286111111111
6156,F,62.0,CIV,SPC,11159.0,6,1_43,0.472311,GRD,аюьйнпрнярюм,44000.0,2.0,1.0,0,1859.8333333333333,0.04226893939393939
39341,M,46.0,MAR,WRK,24217.0,12,1_9,0.383495,UGR,лняйбю,50000.0,3.0,0.0,0,2018.0833333333333,0.040361666666666664
96145,F,30.0,MAR,SPC,6880.0,6,1_1,0.612925,GRD,бнпнмефяйюъ,25000.0,1.0,1.0,0,1146.6666666666667,0.04586666666666667
6643,F,42.0,MAR,SPC,39757.0,10,1_1,0.385235,SCH,яюую/ъйсрхъ/,46000.0,1.0,0.0,0,3975.7,0.08642826086956522
123257,F,61.0,UNM,UMN,56258.0,10,1_6,0.688672,GRD,яюмйр-оерепаспц,40700.0,1.0,0.0,0,5625.8,0.13822604422604423
125343,M,38.0,MAR,SPC,83263.0,12,1_0,0.292828,GRD,бнкнцндяйюъ,60000.0,2.0,0.0,0,6938.583333333333,0.11564305555555555
9375,F,37.0,MAR,SPC,29768.0,12,1_6,0.603038,SCH,йпюямндюпяйхи,20000.0,1.0,0.0,1,2480.6666666666665,0.12403333333333333
90275,M,34.0,UNM,SPC,24517.0,10,1_6,0.551477,SCH,уюмрш-люмяхияйхи,48000.0,6.0,0.0,0,2451.7,0.05107708333333333
12276,M,43.0,MAR,SPC,51358.0,10,1_6,0.505325,GRD,ълюкн-мемежйхи,50000.0,-1.0,-1.0,0,5135.8,0.102716
70097,M,26.0,UNM,SPC,21789.0,12,1_6,0.790733,SCH,бкюдхлхпяйюъ,35000.0,1.0,0.0,1,1815.75,0.05187857142857143
94190,M,29.0,MAR,ATP,16729.0,10,1_1,0.429357,SCH,лняйнбяйюъ,57000.0,3.0,0.0,0,1672.9,0.029349122807017545
65316,F,41.0,DIV,SPC,20479.0,10,1_1,0.357534,UGR,бнпнмефяйюъ,45000.0,5.0,0.0,0,2047.9,0.04550888888888889
67476,M,29.0,MAR,SPC,34990.0,6,1_6,0.138686,GRD,уюмрш-люмяхияйхи,40000.0,2.0,0.0,0,5831.666666666667,0.14579166666666668
25503,F,45.0,MAR,SPC,12518.0,10,1_1,0.272689,GRD,йпюямнъпяйхи,30000.0,1.0,0.0,0,1251.8,0.04172666666666666
164241,F,40.0,WID,SPC,15891.0,10,1_32,0.357004,GRD,йелепнбяйюъ,28000.0,1.0,0.0,0,1589.1,0.056753571428571424
122651,F,57.0,MAR,BIS,22848.0,10,1_1,0.360629,GRD,ярюбпнонкэяйхи,40000.0,2.0,0.0,0,2284.8,0.057120000000000004
41030,M,27.0,MAR,SPC,11270.0,24,1_3,0.414737,UGR,лняйнбяйюъ,44000.0,1.0,0.0,1,469.5833333333333,0.010672348484848484
126972,M,38.0,MAR,SPC,53069.0,10,1_6,0.520112,SCH,ябепдкнбяйюъ,35000.0,0.0,0.0,0,5306.9,0.15162571428571428
62457,F,33.0,MAR,SPC,17091.0,10,1_16,0.357181,GRD,аюьйнпрнярюм,32000.0,1.0,0.0,0,1709.1,0.053409374999999995
60395,M,28.0,MAR,SPC,42990.0,14,1_9,0.504485,GRD,ярюбпнонкэяйхи,18600.0,3.0,0.0,0,3070.714285714286,0.16509216589861753
38627,M,24.0,UNM,SPC,20099.0,6,1_1,0.4803,GRD,кемхмцпюдяйюъ,50000.0,2.0,0.0,0,3349.8333333333335,0.06699666666666668
15426,F,28.0,MAR,WOI,27322.0,24,1_1,0.5653,GRD,бнкцнцпюдяйюъ,40000.0,-1.0,-1.0,1,1138.4166666666667,0.02846041666666667
117138,F,34.0,DIV,ATP,26210.0,10,1_32,0.392439,GRD,пнярнбяйюъ,25000.0,3.0,0.0,1,2621.0,0.10484
117101,M,40.0,CIV,SPC,12310.0,10,1_1,0.435456,GRD,пнярнбяйюъ,25000.0,1.0,0.0,0,1231.0,0.04924
72590,F,20.0,UNM,SPC,6990.0,3,1_1,0.639893,UGR,мхфецнпндяйюъ,21000.0,-1.0,-1.0,1,2330.0,0.11095238095238096
152191,F,33.0,MAR,SPC,24418.0,10,1_1,0.317497,GRD,лняйнбяйюъ,68000.0,1.0,0.0,0,2441.8,0.03590882352941177
15306,M,27.0,UNM,SPC,40455.0,10,1_16,0.654304,SCH,бнкнцндяйюъ,32000.0,4.0,0.0,0,4045.5,0.126421875
112975,M,58.0,MAR,SPC,13849.0,10,1_6,0.398652,GRD,ълюкн-мемежйхи,50000.0,2.0,0.0,0,1384.9,0.027698
156974,M,30.0,MAR,BIS,66602.1,10,1_6,0.51036,GRD,йпюямндюпяйхи,90000.0,5.0,0.0,0,6660.210000000001,0.07400233333333335
145139,M,41.0,MAR,SPC,31169.0,12,1_1,0.53877,GRD,лняйнбяйюъ,60000.0,1.0,0.0,0,2597.4166666666665,0.043290277777777775
103264,F,33.0,UNM,SPC,58480.0,36,1_1,0.503993,GRD,лсплюмяйюъ,82000.0,10.0,0.0,0,1624.4444444444443,0.019810298102981027
98409,F,30.0,MAR,SPC,13438.0,10,1_1,0.441815,SCH,векъахмяйюъ,18000.0,1.0,0.0,0,1343.8,0.07465555555555556
170462,F,59.0,MAR,PNA,11658.0,10,1_1,0.377119,SCH,бкюдхлхпяйюъ,9000.0,1.0,0.0,1,1165.8,0.12953333333333333
32963,M,30.0,MAR,SPC,22997.0,10,1_32,0.368563,GRD,йпюямндюпяйхи,30000.0,1.0,0.0,0,2299.7,0.07665666666666666
98512,M,32.0,MAR,SPC,28779.0,10,1_6,0.624213,SCH,апъмяйюъ,60000.0,0.0,0.0,0,2877.9,0.047965
14143,F,43.0,MAR,SPC,20829.0,12,1_1,0.50142,GRD,лнпднбхъ,22000.0,1.0,0.0,0,1735.75,0.07889772727272727
167919,F,44.0,DIV,SPC,96535.0,10,1_1,0.330378,GRD,оепляйхи,50000.0,2.0,0.0,0,9653.5,0.19307
164817,F,61.0,MAR,UMN,14169.0,13,1_1,0.533584,SCH,векъахмяйюъ,33500.0,0.0,0.0,0,1089.923076923077,0.03253501722158438
125494,M,32.0,MAR,SPC,26338.0,12,1_1,0.45971,GRD,рюрюпярюм,45000.0,2.0,0.0,0,2194.8333333333335,0.04877407407407408
27025,F,55.0,UNM,PNA,58789.0,10,1_1,0.457037,GRD,лняйбю,50000.0,5.0,0.0,0,5878.9,0.11757799999999999
134713,F,46.0,DIV,SPC,23018.0,10,1_1,0.416098,SCH,уюаюпнбяйхи,27000.0,1.0,0.0,0,2301.8,0.08525185185185186
74668,F,35.0,UNM,SPC,31727.27,12,1_1,0.432643,SCH,йпюямндюпяйхи,20000.0,4.0,0.0,0,2643.9391666666666,0.13219695833333334
96934,F,46.0,UNM,SPC,39990.0,12,1_6,0.642414,SCH,гюаюийюкэяйхи,30000.0,4.0,0.0,0,3332.5,0.11108333333333334
165579,F,39.0,MAR,SPC,15857.0,10,1_32,0.372408,GRD,бкюдхлхпяйюъ,30000.0,3.0,0.0,0,1585.7,0.05285666666666667
141654,F,46.0,MAR,SPC,23119.0,24,1_1,0.445218,SCH,ълюкн-мемежйхи,48500.0,1.0,0.0,0,963.2916666666666,0.01986168384879725
133703,F,42.0,MAR,SPC,15568.0,10,1_1,0.399549,GRD,мхфецнпндяйюъ,12500.0,0.0,0.0,0,1556.8,0.124544
83972,M,38.0,MAR,UMN,23490.0,10,1_1,0.44301,SCH,аюьйнпрнярюм,30000.0,1.0,0.0,1,2349.0,0.0783
86021,M,46.0,MAR,SPC,31588.0,10,1_1,0.444328,SCH,лняйнбяйюъ,50000.0,0.0,0.0,0,3158.8,0.06317600000000001
26091,M,42.0,MAR,SPC,19112.0,10,1_32,0.439495,SCH,рнляйюъ,35000.0,0.0,0.0,1,1911.2,0.054605714285714285
4896,F,37.0,MAR,SPC,12858.0,10,1_1,0.387849,SCH,рскэяйюъ,30000.0,3.0,0.0,1,1285.8,0.042859999999999995
72208,F,35.0,MAR,SPC,27838.0,10,1_6,0.62617,SCH,йнярпнляйюъ,25000.0,7.0,0.0,0,2783.8,0.111352
155485,F,44.0,DIV,SPC,26922.0,10,1_32,0.576027,SCH,лняйнбяйюъ,28000.0,1.0,1.0,1,2692.2,0.09615
37510,M,24.0,MAR,SPC,30868.0,12,1_6,0.78853,UGR,пнярнбяйюъ,32500.0,2.0,0.0,0,2572.3333333333335,0.07914871794871796
36874,F,53.0,MAR,SPC,16589.0,10,1_1,0.348731,SCH,лняйнбяйюъ,20000.0,2.0,0.0,0,1658.9,0.082945
106086,M,31.0,MAR,UMN,15328.0,10,1_5,0.553832,SCH,йпюямнъпяйхи,40000.0,0.0,0.0,0,1532.8,0.03832
130266,M,24.0,UNM,SPC,22990.0,12,1_5,0.592626,SCH,йпюямнъпяйхи,25000.0,2.0,0.0,1,1915.8333333333333,0.07663333333333333
23499,F,48.0,UNM,UMN,55869.0,12,1_1,0.408118,GRD,яюую/ъйсрхъ/,50000.0,2.0,0.0,0,4655.75,0.093115
43496,M,38.0,UNM,SPC,25039.0,18,1_1,0.602689,UGR,йнлх,30000.0,6.0,0.0,1,1391.0555555555557,0.046368518518518524
95744,M,43.0,MAR,BIS,22727.27,12,1_4,0.561646,SCH,пнярнбяйюъ,40000.0,2.0,0.0,0,1893.9391666666668,0.04734847916666667
108806,M,37.0,MAR,SPC,11039.0,12,1_1,0.44875,SCH,кхоежйюъ,40000.0,2.0,0.0,0,919.9166666666666,0.022997916666666667
24257,M,30.0,MAR,SPC,68278.0,12,1_1,0.436547,GRD,яюую/ъйсрхъ/,82900.0,2.0,0.0,1,5689.833333333333,0.06863490148773622
5870,F,34.0,MAR,DIR,33089.0,10,1_6,0.703111,GRD,яюлюпяйюъ,24000.0,1.0,0.0,0,3308.9,0.13787083333333333
64209,F,28.0,UNM,SPC,17376.0,10,1_32,0.284647,GRD,ябепдкнбяйюъ,45000.0,1.0,0.0,1,1737.6,0.03861333333333333
141190,F,43.0,UNM,SPC,11980.0,10,1_1,0.316723,SCH,лняйнбяйюъ,36000.0,4.0,0.0,1,1198.0,0.03327777777777778
13245,M,29.0,MAR,SPC,14039.0,10,1_6,0.534454,SCH,лняйбю,63000.0,4.0,0.0,0,1403.9,0.022284126984126986
161590,M,27.0,UNM,SPC,21218.0,18,1_1,0.424628,GRD,яюмйр-оерепаспц,35000.0,0.0,0.0,0,1178.7777777777778,0.03367936507936508
110864,F,31.0,MAR,SPC,26603.0,10,1_32,0.540133,GRD,мхфецнпндяйюъ,44000.0,-1.0,-1.0,0,2660.3,0.06046136363636364
39097,F,39.0,UNM,SPC,31928.0,8,1_6,0.588778,SCH,йюклшйхъ,18000.0,3.0,0.0,0,3991.0,0.2217222222222222
58370,M,38.0,MAR,SPC,18538.82,10,1_43,0.651733,SCH,аюьйнпрнярюм,40000.0,4.0,0.0,0,1853.882,0.04634705
8695,F,39.0,DIV,SPC,16779.0,12,1_21,0.362363,SCH,яюмйр-оерепаспц,30000.0,1.0,0.0,0,1398.25,0.046608333333333335
50353,F,52.0,CIV,SPC,24183.0,10,1_16,0.421109,SCH,яюлюпяйюъ,25000.0,0.0,0.0,0,2418.3,0.09673200000000001
69062,M,27.0,UNM,SPC,29442.0,10,1_32,0.609638,SCH,лняйнбяйюъ,70000.0,5.0,0.0,0,2944.2,0.04206
2472,F,54.0,WID,PNA,39578.0,12,1_1,0.454751,SCH,йюпювюебн-вепйеяяйюъ,33000.0,3.0,0.0,1,3298.1666666666665,0.09994444444444443
94713,M,27.0,UNM,SPC,45779.0,12,1_1,0.468924,SCH,яюпюрнбяйюъ,30000.0,-1.0,-1.0,1,3814.9166666666665,0.12716388888888888
104865,M,23.0,UNM,SPC,22328.0,12,1_1,0.405406,GRD,яюмйр-оерепаспц,37000.0,1.0,0.0,0,1860.6666666666667,0.05028828828828829
18552,M,44.0,MAR,SPC,20358.0,12,1_1,0.502162,SCH,юярпюуюмяйюъ,100000.0,1.0,0.0,0,1696.5,0.016965
155779,F,30.0,MAR,SPC,32667.0,12,1_1,0.472582,GRD,йюпювюебн-вепйеяяйюъ,31000.0,2.0,0.0,0,2722.25,0.08781451612903225
87837,F,42.0,UNM,SPC,9126.0,12,1_9,0.436198,SCH,кемхмцпюдяйюъ,41000.0,4.0,0.0,0,760.5,0.018548780487804877
